X	Y	Elev	G	FA	Boug
221880	9786471	46.80	978021.3487	-2.6110308848	-6.924729891
222993	9786473	37.68	978024.9195	-1.8507540869	-5.9696286492
224107	9786475	33.68	978027.0008	-1.0010311378	-4.9354407656
225220	9786476	39.92	978025.9926	-0.0816567848	-3.8492497656
226333	9786478	43.84	978025.7465	0.885186482	-2.7412666333
227446	9786479	46.60	978025.8828	1.8771400217	-1.6415368
228559	9786481	34.84	978030.5065	2.8737436814	-0.5767254952
229672	9786483	30.44	978032.8471	3.8581389374	0.4325940343
230785	9786484	40.76	978030.6174	4.818215603	1.373793568
231899	9786486	45.32	978030.1352	5.7470883325	2.2429449727
233012	9786487	47.00	978030.5097	6.6428731529	3.0443869272
234125	9786489	41.12	978033.1899	7.5078206056	3.7891740033
235238	9786490	37.04	978035.2885	8.3469402822	4.4926302709
236351	9786492	36.56	978036.2549	9.1663119342	5.1713509989
237464	9786494	33.84	978037.8993	9.9713137503	5.8400709332
238577	9786495	30.00	978039.8788	10.7650046026	6.5088358472
239690	9786497	28.68	978041.0672	11.5468736123	7.1808730403
240803	9786498	28.40	978041.9173	12.3121204895	7.8514616352
241916	9786500	30.20	978042.0979	13.0515602136	8.5079676128
243029	9786501	33.52	978041.7690	13.7521646804	9.1310497971
244142	9786503	37.60	978041.1498	14.3981722207	9.6968828482
245255	9786504	37.72	978041.6846	14.9726236293	10.1801033845
246368	9786506	38.16	978042.0328	15.4591295553	10.5570845755
247481	9786507	39.24	978042.0813	15.8436454669	10.8090966743
248594	9786509	41.68	978041.5970	16.1160302726	10.9249226211
249707	9786510	44.80	978040.7857	16.2711929166	10.9025677094
250820	9786512	48.76	978039.5983	16.3096840977	10.7498211718
251933	9786513	54.04	978037.8927	16.2376607999	10.4835796274
253046	9786515	61.96	978035.2715	16.0662306108	10.1280073345
254159	9786516	62.76	978034.7713	15.8102606632	9.7117640154
255272	9786517	60.00	978035.3059	15.4868026875	9.264656747
256385	9786519	56.64	978035.9760	15.1133326566	8.8141510846
257498	9786520	52.04	978036.9954	14.7060250484	8.3821975232
258611	9786522	44.96	978038.7606	14.2782751954	7.9827895943
259724	9786523	42.12	978039.2026	13.8396494867	7.6205744792
260837	9786525	41.40	978038.9828	13.3953867477	7.2906985473
261950	9786526	46.56	978036.9400	12.9465021899	6.9799070471
263063	9786527	51.84	978034.8532	12.4904670207	6.668750966
264175	9786529	57.36	978032.6805	12.0223622046	6.3346069604
265288	9786530	57.36	978032.1966	11.536343322	5.9551078548
266401	9786531	54.60	978032.5427	11.0272129099	5.5115260148
267514	9786533	54.96	978031.8987	10.49188213	4.9916573474
268627	9786534	54.80	978031.3897	9.9305170879	4.3918191381
269740	9786536	53.60	978031.1803	9.3472048293	3.7176917967
270853	9786537	51.12	978031.3523	8.7500351382	2.9838874025
271965	9786538	48.00	978031.7194	8.150569022	2.2122964838
273078	9786540	53.88	978029.3190	7.5627439061	1.4294264141
274191	9786541	58.76	978027.2539	7.0013391527	0.6630787062
275304	9786542	61.64	978025.8457	6.4801843386	-0.0611993897
276417	9786544	63.88	978024.6854	6.0103294446	-0.723422867
277530	9786545	65.80	978023.6805	5.5984060131	-1.311801152
278642	9786546	61.72	978024.5850	5.2453901237	-1.8243471928
279755	9786548	58.24	978025.3568	4.9459338056	-2.2692498388
280868	9786549	55.96	978025.7995	4.6883665673	-2.6639574825
281981	9786550	55.36	978025.7475	4.4553909087	-3.0330890345
283094	9786551	55.60	978025.4389	4.2254143636	-3.4054407043
284206	9786553	62.92	978022.9216	3.9743856547	-3.8104737078
285319	9786554	67.32	978021.2609	3.677942895	-4.2747336392
286432	9786555	65.88	978021.3382	3.3136446069	-4.8186583647
287545	9786556	69.48	978019.7726	2.8630440418	-5.4541773621
288657	9786558	75.60	978017.3306	2.3133850251	-6.1833988392
289770	9786559	84.96	978013.7842	1.6587410636	-6.9985360676
290883	9786560	91.72	978010.9409	0.9004834881	-7.8830605422
291995	9786561	93.28	978009.6122	0.0470411761	-8.8139086146
293108	9786563	92.68	978008.8724	-0.8870051806	-9.7644314829
294221	9786564	91.00	978008.4060	-1.8823768531	-10.7076838677
295334	9786565	77.80	978011.4568	-2.9169216516	-11.6196066953
296446	9786566	68.08	978013.4148	-3.967593833	-12.4816786723
297559	9786567	65.32	978013.2294	-5.0123614491	-13.2826878389
298672	9786569	62.48	978013.0929	-6.0318278445	-14.0193966002
299784	9786570	59.60	978013.0083	-7.0103935624	-14.6960257876
300897	9786571	56.60	978013.0115	-7.9368443849	-15.322644564
302010	9786572	55.40	978012.5181	-8.8043233887	-15.9127018847
303122	9786573	57.80	978010.9771	-9.6097208775	-16.4800518881
304235	9786574	64.04	978008.3160	-10.3525869338	-17.0358945407
305348	9786576	72.20	978005.1259	-11.033728553	-17.5860650048
306460	9786577	80.72	978001.8867	-11.6536903603	-18.1290590407
307573	9786578	83.32	978000.5328	-12.2113304723	-18.65508357
308686	9786579	74.08	978002.8892	-12.7026899273	-19.1462844708
309798	9786580	64.68	978005.3677	-13.1203170534	-19.5781460584
310911	9786581	55.20	978007.9545	-13.4531517116	-19.9218994866
312023	9786582	52.92	978008.4244	-13.6870054151	-20.1476413596
313136	9786583	53.20	978008.2216	-13.8055999718	-20.2277671593
314249	9786585	58.60	978006.5755	-13.7920582697	-20.140279401
315361	9786586	59.84	978006.3557	-13.6306840341	-19.8715435707
316474	9786587	59.00	978006.9347	-13.3088295458	-19.4181340374
317586	9786588	54.56	978008.7879	-12.818635569	-18.7875280785
318699	9786589	49.64	978010.9579	-12.1584378624	-17.9975535706
319812	9786590	43.76	978013.5875	-11.3336683494	-17.0746553873
320924	9786591	42.76	978014.8664	-10.3571323804	-16.0511962019
322037	9786592	44.20	978015.5251	-9.2486105009	-14.9621295959
323149	9786593	47.80	978015.6231	-8.0338060901	-13.8414613323
324262	9786594	52.04	978015.5985	-6.7427310526	-12.7189384732
325374	9786595	57.56	978015.2215	-5.4076825574	-11.6173729779
326487	9786596	65.80	978014.0149	-4.0610079934	-10.5509212304
327599	9786597	75.40	978012.3680	-2.7328781956	-9.5245151336
328712	9786598	75.04	978013.7528	-1.4492882189	-8.5344906968
329824	9786599	75.24	978014.9015	-0.2304808941	-7.5703061369
330937	9786600	76.56	978015.6272	0.9100561103	-6.6171034682
332049	9786601	70.20	978018.6450	1.9659289611	-5.6587631575
333162	9786602	60.00	978022.7683	2.9374901365	-4.6810438433
221882	9785365	45.00	978021.5716	-3.0048842412	-7.375924076
222995	9785367	37.56	978024.6913	-2.1771617229	-6.3659599374
224108	9785368	34.88	978026.4258	-1.2665748482	-5.2835477343
225221	9785370	41.72	978025.2841	-0.2951406374	-4.1572517831
226334	9785371	45.52	978025.1167	0.7137918614	-3.0176277476
227448	9785373	47.80	978025.4329	1.7378174055	-1.8939521038
228561	9785375	36.52	978029.9317	2.7574931847	-0.8111579409
229674	9785376	31.76	978032.3995	3.7578741901	0.2126186645
230787	9785378	40.04	978030.8113	4.7294010097	1.1675581966
231900	9785379	44.00	978030.5244	5.6680566534	2.0525444587
233013	9785381	45.80	978030.8731	6.5747991814	2.8743720488
234126	9785383	41.60	978033.0489	7.4543653016	3.6458872985
235239	9785384	39.08	978034.6855	8.3136159615	4.3833202002
236352	9785386	39.92	978035.2704	9.1596490424	5.1031755517
237466	9785387	36.68	978037.1086	9.9979300721	5.8191130251
238579	9785389	31.40	978039.5720	10.8306863755	6.539249553
239692	9785390	29.60	978040.9518	11.655774192	7.264262476
240805	9785392	28.64	978042.0571	12.4661665799	7.9865653711
241918	9785393	29.36	978042.6161	13.250130265	8.6906844278
243031	9785395	31.84	978042.5881	13.9920719121	9.3548008343
244144	9785396	35.20	978042.2274	14.6739496207	9.9532656255
245257	9785398	37.00	978042.2707	15.277074257	10.4597592646
246370	9785399	38.36	978042.3544	15.7840763482	10.8506770843
247483	9785401	38.84	978042.6010	16.1807936935	11.108286149
248596	9785402	41.96	978041.9108	16.4578449835	11.2232242818
249709	9785404	46.40	978040.6893	16.6116941703	11.1959949747
250822	9785405	52.52	978038.8280	16.6450740078	11.0372419644
251935	9785407	58.40	978036.9305	16.5667170462	10.766747346
253048	9785408	63.80	978035.0851	16.3904282667	10.4112660258
254161	9785410	62.80	978035.1417	16.1336148489	10.0014646112
255274	9785411	58.60	978036.1276	15.8154549419	9.5683537163
256386	9785413	54.40	978037.0706	15.4549307158	9.1396728122
257499	9785414	49.44	978038.2225	15.0689659071	8.7366965512
258612	9785416	42.96	978039.8316	14.6708929107	8.3718792737
259725	9785417	41.28	978039.9516	14.2694311887	8.0476467636
260838	9785418	42.00	978039.3292	13.8682929116	7.7564952209
261951	9785420	47.28	978037.2957	13.4664516894	7.4823864111
263064	9785421	52.12	978035.3926	13.0590260271	7.2032575513
264177	9785423	56.08	978033.7490	12.6386513983	6.8943172396
265290	9785424	56.44	978033.1975	12.197153246	6.5316941652
266403	9785425	55.00	978033.1745	11.7272954977	6.0959574316
267515	9785427	57.52	978031.8947	11.2243700025	5.5750425776
268628	9785428	58.60	978031.0266	10.6874127601	4.9661940086
269741	9785430	56.80	978031.0185	10.1198803012	4.2766626034
270854	9785431	52.84	978031.6551	9.529688146	3.5230600345
271967	9785432	47.80	978032.6140	8.9285943421	2.729447487
273080	9785434	53.32	978030.3144	8.3309945637	1.9244028425
274192	9785435	58.00	978028.2932	7.752270753	1.1374451459
275305	9785436	61.00	978026.8236	7.2068934834	0.3952805513
276418	9785438	63.60	978025.5217	6.7065118799	-0.281641292
277531	9785439	66.00	978024.3324	6.2582699373	-0.8818105775
278644	9785440	62.88	978024.8997	5.8635638	-1.4042284604
279756	9785442	60.60	978025.2550	5.5174039627	-1.8586578297
280869	9785443	60.00	978025.1280	5.2084756632	-2.2645164734
281982	9785444	58.20	978025.3915	4.9199085259	-2.6485509072
283095	9785445	55.80	978025.8397	4.630682786	-3.0415863468
284208	9785447	59.76	978024.2989	4.3175243283	-3.4747666779
285320	9785448	62.84	978022.9829	3.9570832682	-3.9757624342
286433	9785449	64.16	978022.1433	3.5281577773	-4.5654265133
287546	9785450	67.96	978020.4528	3.0137200977	-5.2553166499
288659	9785452	73.00	978018.2838	2.4025255904	-6.0463887204
289771	9785453	78.52	978015.8674	1.6901351437	-6.9290110699
290884	9785454	83.40	978013.5528	0.8792502099	-7.8842775827
291997	9785455	87.00	978011.5472	-0.0206602895	-8.8864288563
293109	9785457	88.84	978010.0138	-0.9943805495	-9.9060486676
294222	9785458	89.80	978008.6991	-2.0224822286	-10.9136054489
295335	9785459	79.48	978010.8345	-3.0831826242	-11.8828682786
296447	9785460	71.12	978012.3523	-4.1543038952	-12.7937488966
297560	9785462	66.68	978012.6692	-5.215104683	-13.6342022168
298673	9785463	62.16	978013.0373	-6.247776891	-14.4009467283
299786	9785464	57.60	978013.4582	-7.2384461754	-15.0989257861
300898	9785465	57.72	978012.4871	-8.1775790482	-15.7395998727
302011	9785466	59.04	978011.2026	-9.0597744107	-16.3383161012
303124	9785467	62.76	978009.2376	-9.8829938215	-16.9111239852
304236	9785469	68.00	978006.8635	-10.6473535151	-17.471479781
305349	9785470	74.00	978004.3139	-11.3536541226	-18.0272960684
306461	9785471	77.48	978002.5988	-12.0018549881	-18.5787470516
307574	9785472	77.56	978001.9908	-12.5897054764	-19.1171396691
308687	9785473	70.84	978003.5412	-13.1117253263	-19.6250194401
309799	9785474	63.40	978005.3873	-13.5586826431	-20.0775167806
310912	9785475	55.60	978007.4312	-13.9176568098	-20.4447758104
312025	9785477	52.84	978008.0278	-14.1727019617	-20.6951649204
313137	9785478	52.76	978007.9213	-14.3060530759	-20.7988651726
314250	9785479	58.04	978006.3056	-14.2997499491	-20.7313822645
315362	9785480	59.08	978006.1484	-14.1375020252	-20.4765366119
316475	9785481	58.00	978006.8103	-13.8065851928	-20.028552597
317587	9785482	54.40	978008.4218	-13.2995538655	-19.3929831964
318700	9785483	50.16	978010.4059	-12.6155686146	-18.5863547463
319813	9785484	44.64	978012.9536	-11.7611792591	-17.6345789958
320925	9785485	44.16	978014.1063	-10.7504610027	-16.5703346923
322038	9785486	46.20	978014.6173	-9.6044703412	-15.4297487108
323150	9785487	48.60	978015.1245	-8.3500602125	-14.2487909425
324263	9785488	51.92	978015.4243	-7.0181621462	-13.0598273695
325375	9785489	57.08	978015.1999	-5.6416995621	-11.8887487278
326488	9785490	64.16	978014.3934	-4.2533348067	-10.75301211
327600	9785491	72.20	978013.2708	-2.8832691413	-9.6608108784
328713	9785492	72.56	978014.4757	-1.5573082049	-8.6114407398
329825	9785493	73.88	978015.3214	-0.2953766217	-7.596776285
330938	9785494	77.12	978015.4977	0.8893821652	-6.6036327242
332050	9785495	74.52	978017.3977	1.9908456565	-5.6166798486
333163	9785496	69.00	978020.1197	3.0094840353	-4.6215128529
221883	9784259	36.00	978024.0898	-3.3227197758	-7.7819959397
222997	9784260	35.40	978025.1752	-2.4198127567	-6.7183249745
224110	9784262	37.40	978025.5324	-1.4427798329	-5.5892954591
225223	9784263	44.60	978024.3344	-0.4157316779	-4.424768897
226336	9784265	46.60	978024.7657	0.6370374743	-3.2554825277
227449	9784267	46.00	978026.0031	1.6933650965	-2.1098174638
228562	9784268	37.60	978029.6353	2.7351555502	-1.0108964869
229675	9784270	33.80	978031.8210	3.7497201253	0.025606268
230789	9784272	39.20	978031.1315	4.7303805582	0.9926535564
231902	9784273	42.20	978031.1486	5.6762848335	1.8918730184
233015	9784275	44.00	978031.5060	6.5914798796	2.7324212934
234128	9784276	41.60	978033.1381	7.4833755447	3.5288371233
235241	9784278	40.40	978034.3850	8.3608071739	4.2981736984
236354	9784279	41.60	978034.8836	9.2319512863	5.0568001093
237467	9784281	39.20	978036.4940	10.1023646664	5.8173098253
238580	9784283	35.00	978038.6616	10.9733997233	6.5859636883
239693	9784284	33.20	978040.0837	11.8412005349	7.3610268236
240806	9784286	31.40	978041.4931	12.6964105583	8.1322417141
241919	9784287	29.60	978042.8757	13.5246337042	8.8815287237
243032	9784289	32.20	978042.8512	14.3075963441	9.5848404916
244145	9784290	37.00	978042.0795	15.0248704539	10.2149398202
245258	9784292	38.80	978042.1504	15.6559482612	10.7447429992
246371	9784293	40.40	978042.1790	16.182414987	11.1507893183
247484	9784295	41.60	978042.2132	16.5899538912	11.4163740966
248597	9784296	44.00	978041.7488	16.8699382634	11.533920602
249710	9784298	47.00	978040.9701	17.0204156159	11.5062612446
250823	9784299	56.00	978038.2091	17.0463637822	11.3466383076
251936	9784301	62.60	978036.0801	16.9591876043	11.0774010528
253049	9784302	64.40	978035.3427	16.7755174123	10.7275474288
254162	9784304	61.00	978036.1396	16.5154550658	10.3294121606
255275	9784305	55.00	978037.6862	16.2004795907	9.9149182107
256388	9784307	50.80	978038.6404	15.8512642756	9.5118699555
257501	9784308	46.20	978039.7012	15.4856657133	9.1407653746
258614	9784309	40.80	978041.0055	15.117121794	8.8125407873
259727	9784311	40.20	978040.8291	14.7536431175	8.5275431521
260840	9784312	42.00	978039.9171	14.3975073879	8.2758668989
261952	9784314	46.20	978038.2668	14.0456784193	8.0390152324
263065	9784315	49.60	978036.8607	13.6908814328	7.7926729775
264178	9784317	51.40	978035.9367	13.3231854525	7.5102320592
265291	9784318	53.20	978034.9893	12.9318818141	7.1666109022
266404	9784319	55.00	978034.0090	12.5074126201	6.7418687235
267517	9784321	60.40	978031.8763	12.0430986245	6.224140407
268630	9784322	62.80	978030.6298	11.5364428874	5.6115044327
269743	9784323	59.20	978031.1992	10.9898411143	4.9125340543
270855	9784325	54.40	978032.1069	10.4106049806	4.145452753
271968	9784326	49.00	978033.1786	9.8102915382	3.3359967009
273081	9784328	53.80	978031.0915	9.2034191823	2.5142558673
274194	9784329	58.00	978029.1990	8.6057278901	1.7108993995
275307	9784330	61.00	978027.7012	8.032199008	0.9532724871
276419	9784332	63.60	978026.3626	7.4950808221	0.2618703418
277532	9784333	66.00	978025.1289	7.0021667691	-0.3523522623
278645	9784334	63.60	978025.4228	6.5555435715	-0.8894841489
279758	9784336	63.00	978025.2018	6.1509704857	-1.360774221
280871	9784337	66.00	978023.8993	5.7779753542	-1.7873400794
281983	9784338	64.20	978024.0947	5.4206674099	-2.19762844
283096	9784339	60.00	978025.0277	5.0591814031	-2.6239470378
284209	9784341	56.40	978025.7497	4.6715928857	-3.0985061365
285322	9784342	56.00	978025.4355	4.2360893964	-3.6494693475
286434	9784343	62.00	978023.0761	3.733153309	-4.2975103379
287547	9784345	66.40	978021.1297	3.1475125187	-5.0533047995
288660	9784346	70.00	978019.3401	2.469644571	-5.9162647159
289773	9784347	71.20	978018.1992	1.6966744385	-6.8746606132
290885	9784348	74.40	978016.3508	0.8325790379	-7.9070982461
291998	9784350	81.60	978013.1879	-0.112306213	-8.9851424299
293111	9784351	84.40	978011.3213	-1.122402035	-10.0767350296
294223	9784352	85.00	978010.0895	-2.1784733356	-11.1499552593
295336	9784353	80.80	978010.3146	-3.2594907902	-12.1766310055
296449	9784354	75.80	978010.7815	-4.344538808	-13.1353346516
297561	9784356	69.20	978011.7554	-5.414543285	-14.0133822176
298674	9784357	63.00	978012.6349	-6.4536203945	-14.8075890319
299787	9784358	57.00	978013.4938	-7.4498990356	-15.5237007892
300899	9784359	61.80	978011.0736	-8.3957379827	-16.174593912
302012	9784360	66.00	978008.8928	-9.2873356603	-16.7775007259
303125	9784362	69.00	978007.1367	-10.1238064801	-17.3506420932
304237	9784363	71.60	978005.5584	-10.9058636133	-17.909726458
305350	9784364	74.00	978004.0956	-11.6342961286	-18.4647901227
306463	9784365	71.00	978004.3495	-12.3084529884	-19.0178073194
307575	9784366	67.60	978004.7840	-12.9249448401	-19.5613966912
308688	9784367	63.40	978005.5290	-13.4767472682	-20.0788067968
309800	9784368	59.20	978006.3492	-13.952839762	-20.545196197
310913	9784370	55.00	978007.2592	-14.3384491741	-20.9300554348
312026	9784371	52.60	978007.7230	-14.6158928239	-21.2004706066
313138	9784372	52.40	978007.6370	-14.765943345	-21.3248202016
314251	9784373	56.60	978006.3441	-14.7695735421	-21.2764421087
315363	9784374	56.80	978006.4429	-14.6098921329	-21.0368127571
316476	9784375	55.00	978007.3311	-14.2740557857	-20.5978440558
317589	9784376	53.20	978008.4011	-13.7549419525	-19.9630173143
318701	9784377	50.40	978009.9607	-13.0523905872	-19.1472215091
319814	9784378	45.60	978012.3105	-12.1738679548	-18.1753266237
320926	9784379	45.60	978013.3439	-11.1344671172	-17.0796801565
322039	9784381	48.00	978013.7762	-9.956230198	-15.8968461092
323151	9784382	48.60	978014.8726	-8.6668493042	-14.6639943781
324264	9784383	50.60	978015.6165	-7.2978680256	-13.415383758
325376	9784384	55.40	978015.5424	-5.8825568056	-12.1793600964
326489	9784385	60.20	978015.4806	-4.4536677963	-10.9762163112
327601	9784386	65.00	978015.4015	-3.0412850441	-9.8171436495
328714	9784387	66.80	978016.2067	-1.6709733575	-8.7043596911
329826	9784388	69.80	978016.5803	-0.3623959159	-7.632347321
330939	9784389	75.20	978016.1382	0.8714794225	-6.5899999532
332051	9784390	78.60	978016.2342	2.0245262514	-5.563359422
333164	9784391	81.00	978016.5598	3.0969648131	-4.5385676316
221885	9783152	37.20	978023.5352	-3.5680615879	-8.1404177336
222998	9783154	39.48	978023.8120	-2.5849051745	-7.0272958875
224111	9783155	42.08	978024.0527	-1.5382132888	-5.8561873731
225225	9783157	45.32	978024.1327	-0.4539837718	-4.6579823874
226338	9783159	45.04	978025.3114	0.6428094217	-3.46337877
227451	9783160	43.00	978027.0250	1.7305442817	-2.2997074121
228564	9783162	36.76	978030.0113	2.7927765423	-1.1882027763
229677	9783164	34.16	978031.8388	3.8193614357	-0.1420772806
230790	9783165	38.84	978031.3784	4.8067546773	0.8343439728
231903	9783167	40.64	978031.7713	5.757474789	1.7453096648
233016	9783168	41.00	978032.5801	6.6788095459	2.6021871972
234129	9783170	41.84	978033.2213	7.5809398428	3.4210561805
235243	9783172	42.56	978033.8912	8.4747236775	4.2196699213
236356	9783173	43.04	978034.6357	9.3694228401	5.0141926617
237469	9783175	41.60	978035.9800	10.2706604965	5.8161552332
238582	9783176	39.20	978037.6278	11.1788684588	6.6300479473
239695	9783178	39.92	978038.3115	12.0884221108	7.4518894192
240808	9783179	38.72	978039.5785	12.987576174	8.268983599
241921	9783181	33.68	978042.0066	13.8592160122	9.0609208664
243034	9783183	34.00	978042.7274	14.6823390136	9.8017130995
244147	9783184	37.00	978042.5469	15.4340909909	10.4627991428
245260	9783186	39.52	978042.4214	16.0921143037	11.0165366249
246373	9783187	43.04	978041.8731	16.6369259315	11.4397250081
247486	9783189	48.56	978040.5779	17.0540395048	11.7166930939
248599	9783190	52.16	978039.7431	17.3355759149	11.8415341852
249712	9783192	54.80	978039.0712	17.4811685987	11.8191777984
250825	9783193	59.84	978037.5282	17.4980544768	11.665134862
251938	9783195	63.80	978036.2068	17.4003393035	11.4039246555
253051	9783196	65.60	978035.4606	17.207524961	11.0663639857
254164	9783198	61.24	978036.5505	16.9424739319	10.6860496034
255276	9783199	53.80	978038.5451	16.629052209	10.295473638
256389	9783200	49.24	978039.6209	16.2897283175	9.9222641956
257502	9783202	45.72	978040.3667	15.9434086685	9.5860318727
258615	9783203	44.28	978040.4746	15.6037580629	9.2962287346
259728	9783205	43.08	978040.5215	15.2781928435	9.0512985184
260841	9783206	42.00	978040.5458	14.9676507103	8.8392317539
261954	9783208	46.20	978038.9459	14.667145868	8.6394584669
263067	9783209	50.56	978037.2965	14.3670227786	8.4258376648
264180	9783210	55.24	978035.5359	14.0547379583	8.1703595863
265292	9783212	58.72	978034.1212	13.7169371834	7.8470825779
266405	9783213	61.60	978032.8550	13.3415625514	7.4357939584
267518	9783215	64.48	978031.5430	12.9197238525	6.9249178868
268631	9783216	65.56	978030.7381	12.4471013276	6.3132889854
269744	9783217	63.04	978030.9978	11.9247078388	5.6105560801
270857	9783219	58.12	978031.9568	11.3589199611	4.8361571761
271970	9783220	52.00	978033.2543	10.760779378	4.0169918169
273082	9783222	54.28	978031.9364	10.1446567703	3.1840862941
274195	9783223	57.04	978030.4680	9.526449093	2.3686787493
275308	9783224	60.76	978028.7161	8.9215380703	1.5982279136
276421	9783226	63.36	978027.3360	8.3427662787	0.8928609947
277534	9783227	65.40	978026.1627	7.7986839701	0.2627214494
278646	9783228	63.72	978026.1756	7.2922856361	-0.2934369255
279759	9783230	63.60	978025.7399	6.8203946352	-0.7882222367
280872	9783231	66.60	978024.3645	6.3737747487	-1.2441390262
281985	9783232	66.96	978023.8152	5.937959169	-1.6908648916
283097	9783233	66.00	978023.6662	5.4947010339	-2.1616096281
284210	9783235	64.20	978023.7496	5.0238757625	-2.6890140613
285323	9783236	62.48	978023.7616	4.5056129157	-3.3011035948
286436	9783237	60.92	978023.6602	3.9224102737	-4.017803146
287548	9783239	63.76	978022.1214	3.2609879828	-4.8484468599
288661	9783240	68.80	978019.8181	2.5136749123	-5.7905874341
289774	9783241	71.08	978018.2826	1.6791782521	-6.8302428481
290886	9783242	74.04	978016.4568	0.7626632723	-7.9435344598
291999	9783244	78.36	978014.1416	-0.224846308	-9.0994935897
293112	9783245	79.72	978012.6869	-1.2676561733	-10.2636666206
294225	9783246	79.60	978011.6535	-2.3470179729	-11.4020500955
295337	9783247	75.76	978011.7516	-3.4429674528	-12.4848497124
296450	9783249	72.08	978011.8020	-4.5361553886	-13.489584957
297563	9783250	68.72	978011.7724	-5.6094492804	-14.403150351
298675	9783251	63.60	978012.3177	-6.6491175325	-15.2225829786
299788	9783252	57.60	978013.1760	-7.6454641381	-15.9544558364
300901	9783253	63.84	978010.3104	-8.5928535029	-16.6129954634
302013	9783255	69.96	978007.5334	-9.4891430548	-17.2171870878
303126	9783256	75.84	978004.8815	-10.334616066	-17.7872600146
304238	9783257	77.96	978003.4376	-11.1305696237	-18.3410237468
305351	9783258	78.20	978002.6216	-11.8777554539	-18.8905417771
306464	9783259	73.76	978003.2963	-12.5748893911	-19.4395835056
307576	9783260	67.24	978004.6654	-13.2174367744	-19.982191874
308689	9783262	56.56	978007.3766	-13.7968472675	-20.5025588132
309802	9783263	54.04	978007.6525	-14.3003578563	-20.9762315975
310914	9783264	55.60	978006.7659	-14.7114138343	-21.3725026424
312027	9783265	52.48	978007.4296	-15.0106827896	-21.6576850859
313139	9783266	52.40	978007.2903	-15.1775648442	-21.7988656949
314252	9783267	58.40	978005.4339	-15.192042064	-21.7676689798
315364	9783268	59.68	978005.1968	-15.0366679721	-21.5435686054
316477	9783269	58.60	978005.8662	-14.698479109	-21.1163431746
317590	9783270	55.36	978007.3873	-14.1706165332	-20.4873846215
318702	9783272	52.32	978009.0349	-13.4534749906	-19.6697138232
319815	9783273	49.68	978010.7396	-12.5552475524	-18.6867203741
320927	9783274	48.24	978012.2395	-11.4917978422	-17.5698007697
322040	9783275	47.40	978013.6965	-10.2858631218	-16.3552015272
323152	9783276	49.44	978014.3804	-8.9656615142	-15.0804646183
324265	9783277	52.04	978014.9729	-7.5630377507	-13.7809112468
325377	9783278	55.76	978015.2682	-6.1113276677	-12.4865826435
326490	9783279	61.40	978014.9866	-4.6431475676	-11.2199866853
327602	9783280	68.00	978014.3942	-3.1883183521	-9.9948869797
328715	9783281	71.96	978014.5776	-1.7721162497	-8.8162320718
329827	9783282	76.76	978014.4437	-0.4140046121	-7.6811752472
330940	9783283	83.24	978013.7200	0.8730506556	-6.5809992599
332052	9783284	84.84	978014.4278	2.0826400961	-5.5036525677
333165	9783285	84.00	978015.8134	3.2143647516	-4.4365375278
221887	9782046	38.00	978023.1673	-3.7497316415	-8.4531056127
223000	9782047	43.04	978022.6739	-2.6845510433	-7.2974909911
224113	9782049	46.16	978022.8230	-1.5678381875	-6.0913422821
225226	9782051	45.44	978024.1808	-0.4271949068	-4.8662389134
226339	9782052	43.28	978025.9822	0.7120280166	-3.6525724897
227452	9782054	40.40	978027.9849	1.8290439336	-2.4764502155
228566	9782056	35.60	978030.5451	2.9093232264	-1.3571480791
229679	9782057	33.92	978032.0984	3.9454794479	-0.3054478445
230792	9782059	38.48	978031.6793	4.9372578003	0.6769192266
231905	9782061	40.56	978031.9885	5.8906415568	1.596641632
233018	9782062	41.40	978032.6534	6.8161967876	2.4670852189
234131	9782064	42.96	978033.0807	7.7268662151	3.3056625989
235244	9782065	44.20	978033.6046	8.6354883852	4.1306586797
236357	9782067	44.80	978034.3341	9.5523506928	4.9579335701
237470	9782069	45.08	978035.1758	10.4830802016	5.7979463603
238583	9782070	45.20	978036.0795	11.4271351126	6.6535070237
239696	9782072	45.20	978037.0256	12.3770870898	7.5185729008
240809	9782073	43.08	978038.6191	13.3187890773	8.3782721462
241922	9782075	36.72	978041.4975	14.2324162816	9.2101762982
243035	9782076	36.76	978042.3432	15.0942624634	9.9866786133
244148	9782078	40.00	978042.1206	15.8790823225	10.6781857779
245261	9782079	43.48	978041.7225	16.5627045243	11.2567179982
246374	9782081	48.00	978040.8807	17.1246067966	11.6994515705
247487	9782082	54.60	978039.2584	17.550148401	11.9917375702
248600	9782084	58.72	978038.2628	17.8321956735	12.1291910576
249713	9782085	61.60	978037.5108	17.9719482411	12.1185599654
250826	9782087	62.44	978037.2599	17.9788682242	11.9772371707
251939	9782088	63.80	978036.7331	17.8697207309	11.7314533895
253052	9782090	66.20	978035.7914	17.6668384887	11.413359886
254165	9782091	62.04	978036.8141	17.3958139278	11.0573561174
255278	9782093	54.60	978038.8099	17.0828876659	10.6961190073
256391	9782094	49.08	978040.1921	16.7523354079	10.3568338595
257504	9782096	45.92	978040.8448	16.4241520382	10.0581058214
258617	9782097	47.48	978040.0519	16.1122928054	9.8079474692
259730	9782099	46.24	978040.1480	15.8236620118	9.6031028428
260842	9782100	43.60	978040.6995	15.5579481572	9.4297983072
